manufacturer,nombreproducto,price,img_src,url
GENEVE,RING SOLITAIRE,"1.520,00 €",https://www.genevecompany.com/34268-large_default/geneve-jewels-ring-solitaire-gg22221.jpg ,https://www.genevecompany.com/en/ring/199960-geneve-jewels-ring-solitaire-gg22221.html
GENEVE,RING ETERNITY,"4.265,00 €",https://www.genevecompany.com/34052-large_default/geneve-jewels-ring-eternity-gg18727.jpg ,https://www.genevecompany.com/en/ring/190303-geneve-jewels-ring-eternity-gg18727.html
GENEVE,RING HALO,"1.495,00 €",https://www.genevecompany.com/34828-large_default/geneve-jewels-ring-halo-gg21139.jpg ,https://www.genevecompany.com/en/ring/196172-geneve-jewels-ring-halo-gg21139.html
GENEVE,RING HALF ETERNITY,"4.295,00 €",https://www.genevecompany.com/34285-large_default/geneve-jewels-ring-half-eternity-gg21646.jpg ,https://www.genevecompany.com/en/ring/199884-geneve-jewels-ring-half-eternity-gg21646.html
GENEVE,RING SOLITAIRE,"4.285,00 €",https://www.genevecompany.com/27268-large_default/geneve-jewels-ring-solitaire-gg19366.jpg ,https://www.genevecompany.com/en/ring/197799-geneve-jewels-ring-solitaire-gg19366.html
GENEVE,RING ETERNITY,"4.395,00 €",https://www.genevecompany.com/35987-large_default/geneve-jewels-ring-eternity-gg21941.jpg ,https://www.genevecompany.com/en/ring/199263-geneve-jewels-ring-eternity-gg21941.html
GENEVE,RING HALF ETERNITY,"1.520,00 €",https://www.genevecompany.com/34114-large_default/geneve-jewels-ring-half-eternity-gg22250.jpg ,https://www.genevecompany.com/en/ring/199992-geneve-jewels-ring-half-eternity-gg22250.html
GENEVE,RING ETERNITY,"4.520,00 €",https://www.genevecompany.com/31857-large_default/geneve-jewels-ring-eternity-mv1275.jpg ,https://www.genevecompany.com/en/ring/199442-geneve-jewels-ring-eternity-mv1275.html
GENEVE,RING CLUSTER,"4.720,00 €",https://www.genevecompany.com/32622-large_default/geneve-jewels-ring-cluster-gg22012.jpg ,https://www.genevecompany.com/en/ring/199480-geneve-jewels-ring-cluster-gg22012.html
GENEVE,RING,"4.340,00 €",https://www.genevecompany.com/35116-large_default/geneve-jewels-ring-mv1327.jpg ,https://www.genevecompany.com/en/ring/201020-geneve-jewels-ring-mv1327.html
GENEVE,RING HALF ETERNITY,"4.355,00 €",https://www.genevecompany.com/34122-large_default/geneve-jewels-ring-half-eternity-gg22260.jpg ,https://www.genevecompany.com/en/ring/200004-geneve-jewels-ring-half-eternity-gg22260.html
GENEVE,RING CLUSTER,"4.800,00 €",https://www.genevecompany.com/34135-large_default/geneve-jewels-ring-cluster-gg22182.jpg ,https://www.genevecompany.com/en/ring/199888-geneve-jewels-ring-cluster-gg22182.html
GENEVE,RING CLUSTER,"4.665,00 €",https://www.genevecompany.com/36404-large_default/geneve-jewels-ring-cluster-gg22683.jpg ,https://www.genevecompany.com/en/ring/202807-geneve-jewels-ring-cluster-gg22683.html
GENEVE,RING FASHION,"4.810,00 €",https://www.genevecompany.com/27271-large_default/geneve-jewels-ring-fashion-gg17935.jpg ,https://www.genevecompany.com/en/ring/197801-geneve-jewels-ring-fashion-gg17935.html
